id,fname,city,phone,height,Married
569,Durant,Nancheng,9053278235,5.1,false
570,Corliss,Mandangoa,8528172303,4.4,true
571,Kalle,Rogów,2325511530,5.1,false
572,Mayor,Monsanto,2768753834,6.0,true
573,Sawyere,São Joaquim,7455820781,4.3,true
574,Barnabe,Vanadzor,9658103834,6.7,true
575,Tersina,Sosnovka,7356597341,4.5,false
576,Joanna,Libušín,8914880047,4.9,true
577,Kimmy,Changgucheng,1598050155,5.8,true
578,Hally,Hekou,4541752922,4.4,false
579,Horatia,Murów,3399999022,6.8,true
580,Guss,Radviliskis,1637413963,6.2,false
581,Colby,Dongtai,9835010717,4.8,true
582,Elsworth,Itabuna,2271676518,6.3,true
583,Diena,Firenze,5777429879,4.4,false
584,Gustave,Tân Châu,6588549332,5.8,false
585,Amelina,Gibara,2407366211,4.7,false
586,Adrian,Hacıhüseynli,4031356116,5.4,false
587,Hetty,Klyuchevsk,4591099852,4.4,false
588,Bogey,Delvinë,8345622311,4.3,true
589,Lynn,Imishli,6032144423,5.5,true
590,Nigel,Haoba,8151918309,4.8,false
591,Marge,Hegarmanah,1419106738,5.8,true
592,Talbot,Barrosas,5617793351,4.7,true
593,Flore,Fullerton,7148432880,6.3,false
594,Joline,Khisarya,8287805051,4.3,false
595,Ivory,Basse-Terre,3369982506,6.6,false
596,Gordie,Kauhava,2006866717,5.5,true
597,Agnese,Lobuk,3989763404,5.5,false
598,Rustin,Citeureup,8249775276,4.0,false
599,Starlin,Paracambi,2144572441,4.4,true
600,Elroy,Gafanha de Aquém,2488137509,5.0,false
601,Noelani,Sankt Lorenzen im Mürztal,5893546539,6.0,true
602,Alasteir,Wuxing,9679975310,5.5,false
603,Esteban,Zhangcunping,5937774712,5.0,true
604,Red,Fenglin,1814238921,5.7,true
605,Kerrie,Uryupinsk,7838389128,4.4,false
606,Mano,Xinzhou,4758189746,4.5,false
607,Melicent,Lindavista,3584881569,5.0,false
608,Alexandro,Oklahoma City,4058462271,5.5,false
609,Gradey,Chacapalpa,7801705483,6.7,false
610,Zachariah,Bộc Bố,6961502884,5.6,true
611,Starr,Port-au-Prince,3362446404,5.0,true
612,Leighton,Monte Plata,4545738553,4.3,true
613,Micky,Puncakwangi,5015657186,5.4,false
614,Elvis,Ust’-Labinsk,6739816236,4.5,false
615,Raimondo,Cegłów,9677075015,6.4,true
616,Oralee,Perugia,2137725801,4.9,false
617,Lorry,Saint-Priest-en-Jarez,9378960311,5.4,true
618,Bambie,El Realejo,8468393660,5.1,true
619,Mora,New York City,2121519306,5.6,true
620,Kaja,A’ershan,7154790600,5.5,false
621,Denny,Bomadi,5933671081,6.5,false
622,Wesley,Przesmyki,2111776450,5.4,false
623,Richie,Bhiria,6187353280,4.1,true
624,Glendon,Zagórze,2148119590,6.8,true
625,Augy,Kuala Lumpur,9413812917,7.0,true
626,Alice,Songshan,7558512770,4.9,true
627,Lucho,Steinfort,3591116719,4.5,false
628,Vachel,Landázuri,4396345923,6.4,false
629,Barbi,Tartouss,9045068414,4.2,true
630,Uriah,Pirassununga,8423960149,4.8,false
631,Lemuel,Barengkok Hilir,6834703582,6.6,true
632,Mikael,Qarāwul,1894819178,6.8,true
633,Lynde,Pende,3643482350,5.2,false
634,Rosalia,Xiangshan,9555887377,5.1,true
635,Sanford,San Marcelino,7583678150,5.6,true
636,Celestina,Boavista,7033663136,4.9,true
637,Clareta,Mwene-Ditu,8503753405,6.4,true
638,Monah,Surami,4848534467,6.0,false
639,Carlotta,Amapala,2964128143,6.3,false
640,Conrado,Komiža,1735837734,6.0,false
641,Cinda,Iporã,5474037940,5.7,true
642,Richmound,Costa Rica,2427428391,5.2,false
643,Marlin,Cabanaconde,6928780464,6.5,false
644,Kristofer,Granja,2907542517,4.3,false
645,Jeddy,Crossmolina,9951547385,4.1,false
646,Jaimie,Taunan,7966426026,6.5,true
647,Louisa,Kalisabuk,6147934018,5.3,false
648,Sybille,Lile,4429873348,6.0,true
649,Alasteir,Prochowice,4257937802,6.9,false
650,Marice,Capim Grosso,5163425882,6.4,false
651,Lyssa,Drahovo,8998546442,5.3,true
652,Waldo,Yakutsk,6834350981,6.8,false
653,Isa,Fuji,5958829933,4.5,false
654,Rossie,Mariel,9527942955,6.3,true
655,Clareta,Xiantang,1694844309,6.1,true
656,Tully,Longgang,9003029402,5.6,false
657,Piper,Bulembu,3471628514,4.2,false
658,Rowland,Ddmashen,5821738770,5.7,false
659,Vanya,L’govskiy,7611987860,5.2,true
660,Miguela,Zhukovskiy,5506120862,6.5,true
661,Towny,Guri-si,7828370606,5.0,true
662,Reeta,Wasquehal,1452304912,5.6,true
663,Denver,Zhyrovichy,9346562393,4.2,true
664,Felicio,Wucheng,6824294689,5.8,true
665,Adham,Tamiso,6705468081,6.6,true
666,Donn,H̱olon,4619707878,5.8,false
667,Gabi,Loikaw,1252830170,4.7,false
668,Zora,Morong,5137934752,6.9,true
669,Raviv,Shiraoi,2128623971,5.7,false
670,Abran,Abū Mūsā,4294934372,5.9,false
671,Francklin,Masoyila,4739967999,4.1,true
672,Agna,Fukayachō,8292201620,6.9,true
673,Gilligan,Zhulin,1625485584,4.7,false
674,Odetta,Mabini,3695286974,4.0,false
675,Larina,Mpophomeni,3663617245,4.8,true
676,Patrica,Beibao,5626672112,6.2,true
677,Lucie,Hexi,1469436407,4.9,true
678,Erik,Los Angeles,2135421993,4.2,false
679,Hill,Arauco,1718085688,5.1,false
680,Klaus,Kurba,3742437508,4.2,false
681,Dominic,Santa Teresita,4119045565,6.7,false
682,Sandye,Niedzica,6082283215,6.6,true
683,Mersey,Jingzi,8086033228,5.2,true
684,Hettie,Boronów,4149157992,4.6,false
685,Germana,Youyun,7766443840,7.0,false
686,Prudence,Łąck,3029440796,5.9,false
687,Tracy,Courbevoie,4629599382,5.9,false
688,Alfredo,Floriana,5148862717,5.3,true
689,Prentiss,Itaqui,2967826077,5.7,false
690,Boniface,Oued Laou,4882512223,4.1,false
691,Debby,Zibo,1579820754,4.4,false
692,Aveline,Al Manzilah,3354171187,6.5,true
693,Norean,Kalodu,2292807020,4.3,true
694,Bobbette,Krzanowice,1581539306,5.3,true
695,Leeanne,Hefei,1027799081,5.2,true
696,Francine,Betong,1584167520,5.6,false
697,Torrance,Petrolera,9958468378,5.2,true
698,Anitra,Lokokrangan,3711137973,6.8,false
699,Shaylyn,Debesy,1092364052,5.6,true
700,Tuck,Vanderhoof,6853654423,6.0,true
701,Ailina,Qingfa,3726437471,6.9,false
702,Urbain,Besançon,7237782536,5.7,false
703,Laure,Wagar,3168132490,4.2,true
704,Xerxes,Barranca,8549954309,6.2,true
705,Waring,Qarah Ẕīā’ od Dīn,9272978261,6.8,false
706,Blake,Boac,2172575998,5.5,true
707,Annaliese,Aizi,9781964300,6.0,false
708,Haleigh,Tonghu,5344887593,4.4,false
709,Penny,Tullich,5148807609,5.5,true
710,Flossi,Ortigueira,1451275770,4.2,true
711,Dov,Lela,4258543469,4.6,false
712,Mara,Yasnogorsk,3778245222,6.3,false
713,Mace,Muarapinang,9057877487,5.6,true
714,Daria,Trinidad,9079006427,6.9,true
715,Peadar,Santiago dos Velhos,4658661309,4.9,true
716,Edwina,Irbit,6688958920,4.9,true
717,Eyde,San Miguel,6389813463,6.4,true
718,Jozef,Dongle,2771626934,5.8,true
719,Wyatt,Filabusi,8339637409,4.1,false
720,Fidelia,Moluo,4584405666,4.0,false
721,Gaylor,Qinggis Han,7599314554,6.9,true
722,Letizia,Aga,9841403006,6.6,false
723,Ardyth,Cabaiguán,7923081839,4.4,false
724,Jacquelin,Kelburn,5481831808,4.4,true
725,Celene,Laban,4098965728,6.6,false
726,Minnie,Wanhu,6765488928,5.3,true
727,Feliks,Niort,2424100556,4.4,false
728,Diann,Tabon,4595311617,6.2,true
729,Rubina,Pico Truncado,8074072916,4.9,true
730,Winthrop,San Martín,8387422479,5.6,false
731,Maxie,Kogon,6698752898,5.5,false
732,Timmie,Matriz de Camaragibe,2906861945,6.4,false
733,Giustino,Volodymyrets’,3123148823,4.8,false
734,Claudie,Trảng Bàng,7424790883,4.5,false
735,Bobinette,Kavásilas,4708277385,5.1,false
736,Clarita,Cikalaces,6846050918,5.0,true
737,Silvanus,Estância Velha,1145087582,6.9,true
738,Karin,Pagaruša,9104383884,6.6,true
739,Dulce,Hayama,5477541200,4.4,false
740,Helge,Shangshaleng,8241211457,6.7,false
741,Craggy,Jiangkou,1312953587,6.5,true
742,Kaja,Kirzhach,5122877355,4.5,false
743,Erv,Piraí,2292190085,6.5,false
744,Lissie,Mahdishahr,3971539402,6.9,true
745,Margaret,Karlstad,2941033835,4.2,false
746,Cash,Florencio Varela,1416116270,4.4,false
747,Prudy,Sokolov,8948065323,6.7,true
748,Tera,Mungui,9782527357,4.8,false
749,Nolly,Rossosh’,5068750661,6.6,true
750,Ginnifer,Puspajaya,1867379069,5.9,false
751,Roy,Phôngsali,8805930678,5.7,false
752,Gaspard,P’yŏngsŏng,7804063202,6.1,true
753,Josefina,Paris 08,3338480104,5.4,false
754,Traver,Haveluloto,6101868633,4.5,true
755,Brita,Hammam Sousse,1453080466,5.6,true
756,Dukey,Odemira,1378380797,4.7,false
757,Keir,Dalongtan,1138687681,6.4,false
758,Meggy,Guanxi,6131995181,5.8,false
759,Townsend,Intendente Alvear,6197922962,6.7,true
760,Aileen,Santol,4333989209,6.2,true
761,Lenore,Tongyu,5811255834,6.9,true
762,Deeann,Tempe,4805934014,5.8,false
763,Ashley,Cabrela,4393969695,5.8,false
764,Lyndel,Boafeo,6173276340,4.4,true
765,Urbain,Semampirbarat,6619917843,4.9,true
766,Cordy,Kurjan,1705912987,7.0,true
767,Haley,Pārūn,2067480142,5.8,false
768,Donni,Yaviza,1911095249,4.3,true
769,Langsdon,New Mīrpur,5615197529,5.1,false
770,Pam,Talisay,9258548475,5.9,false
771,Sergei,Borzechów,8756370451,4.7,true
772,Adria,Mengla,3966334960,5.4,true
773,Fritz,Kramat,4349355131,5.8,false
774,Almire,Ossora,1452392272,5.3,false
775,Belle,Kuala Terengganu,6207679002,4.5,true
776,Nita,Všetaty,2116939367,5.8,true
777,Felicio,Stockholm,2616821741,6.3,false
778,Ashley,Engel’-Yurt,2477555434,6.6,true
779,Bendick,Novyye Gorki,4773837711,4.8,false
780,Kacie,Heba,1022743395,5.2,false
781,Teddie,Shanjiang,1407854534,5.5,false
782,Lawrence,Araguari,2949816862,6.0,true
783,Willi,Sundsvall,1398313393,4.5,false
784,Raviv,Lantapan,1125490272,6.2,false
785,Doloritas,Chaodi,8215322903,4.5,true
786,Burtie,Sivaki,4609357056,4.5,false
787,Yulma,Mġarr,7755007557,6.4,false
788,Othello,Łętownia,5357325500,4.2,false
789,Marillin,Ishii,8831780313,5.2,true
790,Idalia,Huangbu,9671309268,5.3,false
791,Donalt,Sumber Tengah,8249364952,6.9,true
792,Dotti,Tungdor,6379801370,6.3,false
793,Nikki,Salgueiro,9527741907,4.9,true
794,Benedick,Muzi,8134246517,6.8,true
795,Cinderella,Yarumal,9453013438,5.1,true
796,Nicola,Lennec,5946888574,4.4,false
797,Bob,Matanzas,3853860884,6.2,false
798,Giffie,Pontarlier,6607967047,4.8,true
799,Jim,Baoshi,6764955569,4.0,true
800,Dom,Rogowo,4272956056,6.1,true
801,Domenico,Oslo,8283544188,5.2,false
802,Alwyn,Visby,8775166448,4.3,true
803,Berni,Manhuaçu,1599842542,4.2,false
804,Shandeigh,Itapipoca,9432244232,5.8,true
805,Antonietta,Nōgata,8569757169,5.1,false
806,Tiebold,Kraskino,7563656775,5.7,true
807,Cecil,Colorado Springs,7191869869,6.5,true
808,Shelli,Pilar,6236890654,4.1,false
809,Kassandra,Salanegara,9465954052,5.0,false
810,Kitty,Ambilobe,5833745641,4.1,false
811,Allayne,Saint-Amand-les-Eaux,7291858893,6.2,true
812,Faina,Louka,7313236640,5.1,true
813,Jany,Birendranagar,9494331838,5.2,false
814,Ariel,Idi Rayeuk,1287682421,6.2,true
815,Tabina,Rangmanten,4295949139,6.4,false
816,Micah,Hengli,2564353965,4.6,true
817,Mirilla,Maiyema,9283281404,6.4,false
818,Jenni,Padova,9223327646,4.1,true
819,Elsi,Pryazha,7584586490,4.9,true
820,Camila,Āqchah,1663923394,5.6,false
821,Marlie,Morinville,7809297941,5.2,false
822,Chancey,Zhongxing,8214973297,6.0,false
823,Lira,Shangqing,6675203878,4.5,true
824,Baldwin,Sarmīn,2635919521,5.8,true
825,Bradly,Xicheng,7266800675,6.2,true
826,Ardyce,Dhanot,6339896340,6.4,true
827,Geraldine,Balucuc,6393656752,4.8,false
828,Laurie,Cherryville,1915499627,6.2,true
829,Harlene,West Jerusalem,5596785374,5.2,true
830,Melany,Changjiang,9065249686,6.8,false
831,Myriam,Kaduranca,1748646257,4.3,true
832,Neill,Jiang’an,7498286266,6.5,true
833,Wilona,Nabari,9379403848,5.3,true
834,Rick,Cabrero,2007430513,6.7,true
835,Gabrielle,Keyi,6641066214,6.8,true
836,Johnette,Camrose,3062317483,6.7,true
837,Galina,Moutsamoudou,3807749260,4.6,false
838,Adelice,Sanli,2374381336,4.6,false
839,Merla,Nanguzhuang,3923220245,6.3,false
840,Alyosha,Huangtian,5793778486,5.5,true
841,Jehu,Linshanhe,9073139230,5.5,true
842,Hammad,Newmarket,8082664572,4.9,true
843,Donni,Buliu,1133966742,5.9,true
844,Clarissa,Mundybash,3137946637,5.3,true
845,Nady,Nagano-shi,4181120582,6.4,false
846,Fraser,Odolanów,4309211621,5.8,true
847,Vickie,Ipauçu,1735654518,6.5,true
848,Catha,Battaramulla South,7947962200,5.6,false
849,Aimee,Al ‘Awjā,3333283747,6.6,false
850,Starr,Bone South,9738054444,5.4,false
851,Boone,Mizusawa,7883646512,6.3,false
852,Emmott,Mýki,1054166130,5.7,true
853,Aurel,Hobonio,4686552045,5.6,true
854,Kaylyn,Terek,5179902981,4.5,false
855,Nap,Krupka,5545954121,5.8,false
856,Doroteya,Youwarou,1875767596,7.0,true
857,Salomi,Pulau Tiga,4932515049,5.5,true
858,Tiertza,Apengjiang,5641921474,6.6,true
859,Fabian,Prudentópolis,9459398930,6.8,false
860,Zenia,Luchingu,2613534719,5.0,false
861,Celine,Maqiu,1098291530,6.7,true
862,Ham,Tall Ḩamīs,7001750946,5.5,false
863,Cathi,Padre Paraíso,3243426989,4.5,true
864,Ambur,San Diego,6194544981,4.8,false
865,Ganny,Whittlesea,3182974665,6.3,false
866,Jasmina,Karangbaru,5716836159,5.2,false
867,Marybeth,San Antonio,2102397985,6.5,true
868,Nealy,Sannikovo,4507009512,4.4,true
869,Chrysler,Mekarsari,5474609960,4.9,false
870,Philippa,Mvuma,3698750823,4.1,true
871,Wilbert,Krasnogorskoye,9719443480,5.0,false
872,Giffy,Preobrazhenka,2326153518,4.2,false
873,Cicily,Nisí,6056325022,6.2,false
874,Roselia,Bantar Tengah,9829753195,5.2,true
875,Humfrid,Phu Khiao,8592057957,5.1,false
876,Valentina,Dongjian,1409164769,4.4,false
877,Mufinella,Sabanagrande,3379966715,5.5,false
878,Aurora,Souto,4928765916,5.1,false
879,Adrien,Gubeikou,8964613563,5.1,false
880,Chlo,Batiovo,1473042330,5.1,true
881,Humphrey,Sidu,8303727149,6.9,true
882,Grazia,Pardubice,9899933680,6.2,false
883,Craggie,Privodino,9327589553,4.9,true
884,Zack,Voinjama,4649003850,5.8,false
885,Isabelle,Tarata,3196786024,4.6,false
886,Felice,Waimangura,5539007364,5.7,true
887,Tilly,Yampil’,8061628754,6.9,true
888,Rici,Lagoa do Itaenga,2819784943,6.5,true
889,Editha,Punta Alta,6106638426,4.3,true
890,Toiboid,Gaspar,8346945537,6.0,true
891,Dion,Shijing,2128697190,4.1,false
892,Briney,Şirrīn ash Shamālīyah,9425804190,6.9,false
893,Domenico,Cúcuta,7148163070,6.1,true
894,Diahann,Lucas,7891755066,6.0,false
895,Benita,Ash Shuhadā’,4562766605,6.9,false
896,Victor,Surat Thani,9782638893,6.4,false
897,Sybila,Vallentuna,2021852728,5.6,true
898,Jammie,Oebatu,6584232177,6.0,false
899,Lenci,Tazemmourt,5599020701,5.4,true
900,Connie,Niort,6133748886,5.7,true
901,Janene,Manzë,8965134228,4.0,false
902,Merl,Bojonggenteng,5077479865,6.5,false
903,Gaylord,Fontenay-sous-Bois,9348263248,6.6,true
904,Leela,Boston,6178145812,5.4,false
905,Alice,Sincelejo,7829989563,6.2,true
906,Annmarie,Knoxville,8653110443,6.7,false
907,Loni,Nove-Misto,6972865545,4.3,true
908,Levey,Nīca,2954782155,5.5,true
909,Halli,Lyon,1473903968,5.0,false
910,Fiann,Benito Juarez,6294370619,5.8,false
911,Livvy,Iporá,4048111227,7.0,true
912,Serena,Huangzhu,7825081357,4.5,false
913,Audre,Zhongpai,8082117926,4.7,true
914,Demetria,Maroantsetra,7879702045,4.1,false
915,Car,Progreso,9495911192,6.5,true
916,Averil,Krásná Lípa,5065060360,5.3,false
917,Theresita,Sabang,8751887810,5.2,true
918,Ahmad,Jielin,7307845471,5.4,true
919,Bentlee,Kademangan,1433731959,6.1,true
920,Lauryn,Lailunggi,3603203366,6.5,false
921,Vernor,Chirongui,7106554414,4.8,true
922,Cathi,Karachi,2716090698,5.6,false
923,Isa,Ḩadādah,2857983471,5.3,false
924,Edee,Dagang,5497981430,6.9,true
925,Fabien,San Marcos de Colón,4271998157,5.6,true
926,Dorelia,Taosha,3744979008,6.6,false
927,Noella,Guagua,8387228108,5.8,true
928,Gabie,Santo Tomas,6813034126,4.3,true
929,Kikelia,Waitun,8827284874,5.4,false
930,Kerby,Pangkalanbuun,4184252026,5.3,true
931,Kellina,Yinglan,6154522089,5.5,false
932,Gawain,Foz do Arelho,9858659423,6.0,true
933,Hayes,Yingkeng,4075056609,5.8,true
934,Leigh,Herāt,7176383589,5.9,false
935,Herrick,Khursā,1028435455,5.6,true
936,Petronille,Huoqiu Chengguanzhen,4943160573,5.0,true
937,Ilene,Sheli,7943776291,4.8,false
938,Neala,Xinglong,6396860014,6.7,false
939,Melina,Shirgjan,5539327478,4.8,false
940,Stacia,Loboniki,8392753663,6.6,true
941,Jacenta,Shu,5845043266,5.5,false
942,Rozanne,Monte Leite,1749765354,5.2,true
943,Trina,Yako,3841568501,4.7,true
944,Angela,Bedalewun,7803925202,5.4,true
945,Kerr,København,2017705811,5.8,true
946,Corey,Cuevas,2194309757,6.3,true
947,Josepha,Baidoa,6137061071,5.6,true
948,Jacenta,Creighton,7923391982,6.1,true
949,Maureen,El Hamma,7884448497,5.1,true
950,Aryn,Skoura,7485784594,5.7,false
951,Rollins,Niimi,4912142977,4.0,true
952,Vivyanne,Quinta,8046569468,5.2,false
953,Phaedra,Caledon,6657597549,6.1,true
954,Olga,Cikai,6808423862,4.5,true
955,Benedick,Majagual,7413869142,5.3,true
956,Kelcie,Linjiang,9097698616,5.4,true
957,Vanya,Bol’shaya Setun’,3401645168,5.5,false
958,Minette,Ban Thai Tan,8837750071,5.0,false
959,Howie,Mapusagafou,3639668538,5.6,false
960,Loren,Camacha,7491882855,5.5,false
961,Lorry,Shahe,8108288089,6.3,true
962,Josephina,Fianarantsoa,2065221049,6.5,false
963,Giulia,Chikan,3793293266,4.2,false
964,Helga,Krajan,6466275454,5.5,true
965,Fanya,Peer,4484831685,6.6,true
966,Aubert,Sơn Tịnh,6543598154,5.4,false
967,Pall,Macun,9715301849,6.9,false
968,Sande,Ljubešćica,4493212303,6.3,true
969,Con,Muara,3774565107,6.4,true
970,Jeno,Taohua,8912302040,5.3,false
971,Kesley,Concordia,9368131037,5.2,false
972,Sunny,Čakovec,3016833138,5.8,false
973,Baily,Mataya,8224563415,4.4,true
974,Janeva,Nong Ki,7065850948,5.9,true
975,Rayshell,Langenburg,7903053460,5.1,false
976,Ado,Calimete,8119052118,5.8,false
977,Katee,Sancha,1661829551,6.4,false
978,Barclay,Oepuah,7766225555,4.2,false
979,Issie,Nanao,6464346778,5.7,true
980,Eberhard,Pakkat,7877381339,6.7,true
981,Justina,Włoszczowa,5212800547,4.7,true
982,Desiri,Selorejo,1244351844,6.3,false
983,Viviana,Dortmund,9437106497,7.0,false
984,Jasmin,Annecy,1447172813,5.3,false
985,Judas,Riung,4618908435,4.1,false
986,Louise,Inírida,4111062778,4.5,true
987,Cordelia,Gorzyce,1111704217,4.4,false
988,Melesa,Karawatu,1891415866,6.2,false
989,Rosina,Hämeenkoski,5518359308,4.6,false
990,Mattie,Balindong,1088113472,5.1,true
991,Maddi,San Ramon,4307185743,5.8,true
992,Marice,Bromma,4316066860,5.6,true
993,Bordie,Maragogi,5989079180,5.8,true
994,Marylynne,Mossendjo,4952921334,5.9,false
995,Iorgo,Bayt al ‘Awābī,9112710901,4.1,true
996,Matty,Magdalena,7751851222,6.5,true
997,Lilia,Dallas,2146817834,4.8,false
998,Ludvig,Tromsø,5593847791,4.6,false
999,Hadrian,Nortelândia,7427337210,4.4,true
1000,Bernette,Trinidad,2486296864,4.7,false
